HGNC ID	Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HGNC:3571	ACSL4	ACS4	MRX63	2182
HGNC:3571	ACSL4	ACS4	MRX68	2182
HGNC:3571	ACSL4	LACS4	FACL4	2182
HGNC:3571	ACSL4	LACS4	MRX63	2182
HGNC:3571	ACSL4	LACS4	MRX68	2182
HGNC:16526	ACSL5	ACS5	FACL5	51703
HGNC:16526	ACSL5	ACS2	FACL5	51703
HGNC:16496	ACSL6	KIAA0837	FACL6	23305
HGNC:16496	ACSL6	ACS2	FACL6	23305
HGNC:16496	ACSL6	LACS5	FACL6	23305
HGNC:16496	ACSL6	LACS2	FACL6	23305
HGNC:18049	ACSM1	MACS1	BUCS1	116285
HGNC:32017	ACSM2A	A-923A4.1	ACSM2	123876
HGNC:32017	ACSM2A	MGC150530	ACSM2	123876
HGNC:30931	ACSM2B	HXMA	ACSM2	348158
HGNC:30931	ACSM2B	HYST1046	ACSM2	348158
HGNC:10522	ACSM3	SA	SAH	6296
HGNC:32016	ACSM4			341392
HGNC:26060	ACSM5	FLJ20581		54988
HGNC:31665	ACSM6	bA310E22.3	C10orf129	142827
HGNC:16091	ACSS1	dJ568C11.3	ACAS2L	84532
HGNC:16091	ACSS1	AceCS2L	ACAS2L	84532
HGNC:16091	ACSS1	MGC33843	ACAS2L	84532
HGNC:15814	ACSS2	ACS	ACAS2	55902
HGNC:15814	ACSS2	ACSA	ACAS2	55902
HGNC:15814	ACSS2	AceCS	ACAS2	55902
HGNC:15814	ACSS2	dJ1161H23.1	ACAS2	55902
HGNC:24723	ACSS3	FLJ21963		79611
HGNC:129	ACTA1	NEM3	ACTA	58
HGNC:130	ACTA2	ACTSA		59
HGNC:132	ACTB			60
HGNC:17780	ACTBL2	DKFZp686D0972		345651
HGNC:143	ACTC1	CMD1R	ACTC	70
HGNC:144	ACTG1		ACTG	71
HGNC:144	ACTG1		DFNA20	71
HGNC:144	ACTG1		DFNA26	71
HGNC:145	ACTG2	ACTSG	ACTL3	72
HGNC:145	ACTG2	ACTSG	ACTA3	72
HGNC:24124	ACTL6A	Actl6		86
HGNC:24124	ACTL6A	BAF53A		86
HGNC:24124	ACTL6A	Arp4		86
HGNC:24124	ACTL6A	Baf53a		86
HGNC:24124	ACTL6A	INO80K		86
HGNC:160	ACTL6B	BAF53B	ACTL6	51412
HGNC:161	ACTL7A			10881
HGNC:162	ACTL7B	Tact1		10880
HGNC:24018	ACTL8	CT57		81569
HGNC:28494	ACTL9	MGC33407		284382
HGNC:16127	ACTL10		C20orf134	170487
HGNC:163	ACTN1			87
HGNC:164	ACTN2			88
HGNC:165	ACTN3			89
HGNC:166	ACTN4		FSGS1	81
HGNC:167	ACTR1A	ARP1		10121
HGNC:167	ACTR1A	Arp1A		10121
HGNC:168	ACTR1B	Arp1B	CTRN2	10120
HGNC:169	ACTR2	ARP2		10097
HGNC:170	ACTR3	ARP3		10096
HGNC:17256	ACTR3B	ARP11		57180
HGNC:17256	ACTR3B	ARP3beta		57180
HGNC:37282	ACTR3C	ARP11		653857
HGNC:14671	ACTR5	FLJ12785		79913
HGNC:14671	ACTR5	Arp5		79913
HGNC:14671	ACTR5	INO80M		79913
HGNC:24025	ACTR6	ARP6		64431
HGNC:24025	ACTR6	FLJ13433		64431
HGNC:14672	ACTR8	INO80N		93973
HGNC:14672	ACTR8	ARP8		93973
HGNC:17372	ACTR10	HARP11		55860
HGNC:17372	ACTR10	ACTR11		55860
HGNC:17372	ACTR10	Arp11		55860
HGNC:17372	ACTR10	Arp10		55860
HGNC:24027	ACTRT1	AIP1		139741
HGNC:24027	ACTRT1	KIAA0705		139741
HGNC:24027	ACTRT1	ARIP1		139741
HGNC:24027	ACTRT1	Arp-T1		139741
HGNC:24026	ACTRT2	Arp-T2		140625
HGNC:24026	ACTRT2	ARPM2		140625
HGNC:24026	ACTRT2	FLJ25424		140625
HGNC:24022	ACTRT3	ARPM1		84517
HGNC:171	ACVR1	SKR1	ACVRLK2	90
HGNC:171	ACVR1	ALK2	ACVRLK2	90
HGNC:171	ACVR1	ACVR1A	ACVRLK2	90
HGNC:172	ACVR1B	ALK4	ACVRLK4	91
HGNC:172	ACVR1B	SKR2	ACVRLK4	91
HGNC:172	ACVR1B	ActRIB	ACVRLK4	91
HGNC:18123	ACVR1C	ALK7		130399
HGNC:18123	ACVR1C	ACVRLK7		130399
HGNC:173	ACVR2A	ACTRII	ACVR2	92
HGNC:174	ACVR2B	ActR-IIB		93
