GENE	gain_p_value	gain_fdr	loss_p_value	loss_fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	gain_vs_rest_exp_diff	loss_vs_exp_diff
TNKS	1.11057986388912e-18	1.06588341593998e-17	3.46264792894401e-19	3.63948501290435e-18	0.278688524590164	0.486338797814208	0.234972677595628	11.0337058823529	10.6414039325843	10.0446197674419	0.58670891265597	-0.739694161129568
TPP2	1.46725295231753e-18	1.38388054794577e-17	1.81865997066357e-15	1.19004322059051e-14	0.281420765027322	0.5	0.218579234972678	10.424572815534	9.95749617486339	9.53142	0.59668156078113	-0.59428909090909
R3HCC1	1.50462683228933e-18	1.41604613424814e-17	2.23395203065732e-19	2.44538700947673e-18	0.278688524590164	0.489071038251366	0.23224043715847	9.84195784313725	9.39442625698324	8.88657764705882	0.611043449197862	-0.670297797781034
MPHOSPH8	1.66347433569025e-18	1.54796874422515e-17	2.32628086850246e-15	1.49173519922769e-14	0.248633879781421	0.516393442622951	0.234972677595628	10.0589802197802	9.59484497354497	9.08641976744186	0.623133674325674	-0.659269161129568
STK24	1.91901701985028e-18	1.76724316111339e-17	8.14225391983205e-20	9.47742920715996e-19	0.270491803278689	0.508196721311475	0.221311475409836	12.1696272727273	11.6854946236559	11.0279975308642	0.683598059244126	-0.825669486679661
UGGT2	2.02501159308835e-18	1.85858627056395e-17	5.51723015742014e-10	1.89691795613027e-09	0.270491803278689	0.508196721311475	0.221311475409836	9.33540808080808	8.7146623655914	8.25440617283951	0.760373998411078	-0.675883651721898
TFDP1	2.25412617474971e-18	2.06194020775681e-17	1.50357864023395e-16	1.10894568781219e-15	0.262295081967213	0.5	0.237704918032787	11.0572645833333	10.5550120218579	10.0832724137931	0.654257546296297	-0.644557693733779
ABHD13	2.46013882368987e-18	2.23541066824799e-17	5.93148135337145e-20	7.0717078659613e-19	0.270491803278689	0.502732240437158	0.226775956284153	9.17827272727273	8.69212608695652	8.16603855421687	0.649686959482464	-0.696152965217761
TRIM35	2.50550793168336e-18	2.27285362374134e-17	6.27670310635952e-19	6.31786181525368e-18	0.286885245901639	0.483606557377049	0.229508196721311	9.54013428571429	9.22163559322034	8.702675	0.485520492610839	-0.637550531914894
GTF2F2	3.30352111732111e-18	2.94299001985164e-17	5.52061539728407e-22	8.95944807206806e-21	0.248633879781421	0.508196721311475	0.243169398907104	9.86826813186813	9.38311505376344	8.77171685393258	0.683023768231767	-0.770780618991603
KPNA3	5.48822599745934e-18	4.7800960402114e-17	8.44593271980765e-12	3.52376173723345e-11	0.251366120218579	0.508196721311475	0.240437158469945	10.2987782608696	9.81941129032258	9.34041590909091	0.633204903205332	-0.637634810333552
UBE2J2	6.20601950863229e-18	5.3625114773166e-17	2.35538353892922e-14	1.32375788824031e-13	0.207650273224044	0.587431693989071	0.204918032786885	10.3050723684211	9.86977395348837	9.37052266666667	0.564415127041743	-0.612937470790378
INTS9	7.38315362434442e-18	6.33575824882039e-17	6.63684558687757e-20	7.79908744563221e-19	0.284153005464481	0.491803278688525	0.224043715846995	9.78502403846154	9.33818833333333	8.72	0.640314496476805	-0.781818309859155
NUPL1	7.9692540262665e-18	6.80001503710021e-17	1.57285807574872e-13	8.03662850354827e-13	0.256830601092896	0.524590163934426	0.218579234972678	10.5623925531915	10.018284375	9.633215	0.657363876720902	-0.563902132867133
NAA16	7.98397281771778e-18	6.80194626482945e-17	5.78133691973311e-14	3.11153326695351e-13	0.256830601092896	0.505464480874317	0.237704918032787	8.29138297872341	7.56356594594595	6.97497586206897	0.916079302252816	-0.833804424669386
VPS36	9.37110485342096e-18	7.89746969205738e-17	7.04096930257153e-19	7.04862253007433e-18	0.256830601092896	0.502732240437158	0.240437158469945	10.4569510638298	9.91734945652174	9.32522045454546	0.731172755006259	-0.774584221713537
DCUN1D2	2.12576126755118e-17	1.7172754855173e-16	5.94466198024025e-13	2.84048440145332e-12	0.270491803278689	0.497267759562842	0.23224043715847	7.7953303030303	7.2464032967033	6.78639882352941	0.69537037793667	-0.653398685367385
