MW	MWPvalue	CW	CWPvalue	score	scorePvalue	epsilon	coverage	fdr	Gene
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP11
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP12
0.479928535163565	0	NA	NA	NA	NA	0	0.0355191256830601	NA	LRP1B
0.602561675776556	0	NA	NA	NA	NA	0	0.0327868852459016	NA	LRP2
0.159425107256182	0.004	NA	NA	NA	NA	0	0.699453551912568	NA	LRP2BP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP5
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP5L
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP6
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP8
0.149820829327942	0.278	NA	NA	NA	NA	0	0.0136612021857923	NA	LRPAP1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRPPRC
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC10B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC14
0.65478504405609	0	NA	NA	NA	NA	0	0.00546448087431694	NA	LRRC14B
0.605930184423178	0.04	NA	NA	NA	NA	0	0.00819672131147541	NA	LRRC15
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC16A
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC16B
0.464611753209441	0	NA	NA	NA	NA	0	0.284153005464481	NA	LRRC17
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC18
1.13086947532034	0.003	NA	NA	NA	NA	0	0.00819672131147541	NA	LRRC2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC20
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC23
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC24
0.628091187708018	0	NA	NA	NA	NA	0	0.0573770491803279	NA	LRRC25
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC26
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC27
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC28
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC29
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC31
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC32
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC34
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC36
0.0519344034194718	0.302	NA	NA	NA	NA	0	0.923497267759563	NA	LRRC37A
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC37A3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC37B
0.396893886712581	0	NA	NA	NA	NA	0	0.418032786885246	NA	LRRC39
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC3B
1.01882642372245	0	NA	NA	NA	NA	0	0.0245901639344262	NA	LRRC4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC40
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC41
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC42
1.18363377368061	0	NA	NA	NA	NA	0	0.00819672131147541	NA	LRRC43
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC45
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC46
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC47
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC48
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC49
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC4B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC4C
0.814237972977822	0	NA	NA	NA	NA	0	0.0382513661202186	NA	LRRC52
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC55
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC56
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC57
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC58
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC59
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC6
1.07140903741689	0	NA	NA	NA	NA	0	0.0628415300546448	NA	LRRC61
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC66
0.0138324475211298	0.416	NA	NA	NA	NA	0	0.789617486338798	NA	LRRC69
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC7
0.0420443087942274	0.247	NA	NA	NA	NA	0	0.770491803278688	NA	LRRC70
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC8A
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRRC8B
